pythia8_test1  1   2.27053e-06 7.18004e-08 
pythia8_test1  2   0 0 
pythia8_test1  3   1.00012 0.0001 
pythia8_test1  4   0.0100058 5e-06 
pythia8_test1  5   407.535 13.4769 
pythia8_test1  6   194.332 6.40773 
